event_id,session_id,event_type
3084,3033,add_to_cart
3085,3863,homepage_view
3086,2686,product_view
3087,3900,homepage_view
3088,2539,checkout
3089,1932,homepage_view
3090,3213,homepage_view
3091,3940,add_to_cart
3092,1127,homepage_view
3093,3298,product_view
3094,1926,product_view
3095,575,checkout
3096,2342,add_to_cart
3097,2944,add_to_cart
3098,1330,purchase
3099,1278,purchase
3100,1204,add_to_cart
3101,40,product_view
3102,2824,add_to_cart
3103,3773,product_view
3104,520,purchase
3105,1640,add_to_cart
3106,3809,homepage_view
3107,2594,homepage_view
3108,2284,homepage_view
3109,463,homepage_view
3110,1252,homepage_view
3111,3772,product_view
3112,1849,homepage_view
3113,483,add_to_cart
3114,2478,homepage_view
3115,3094,homepage_view
3116,343,product_view
3117,3112,checkout
3118,1197,product_view
3119,1463,product_view
3120,1203,product_view
3121,1622,homepage_view
3122,2181,product_view
3123,2399,homepage_view
3124,3597,product_view
3125,3612,add_to_cart
3126,2554,add_to_cart
3127,2132,homepage_view
3128,993,checkout
3129,3536,homepage_view
3130,2878,homepage_view
3131,2909,product_view
3132,2391,add_to_cart
3133,3352,homepage_view
3134,2914,add_to_cart
3135,3335,checkout
3136,1190,homepage_view
3137,2341,product_view
3138,3581,homepage_view
3139,1604,product_view
3140,3298,homepage_view
3141,1194,purchase
3142,598,product_view
3143,645,checkout
3144,448,homepage_view
3145,2738,checkout
3146,3050,checkout
3147,2903,add_to_cart
3148,2550,purchase
3149,764,homepage_view
3150,3599,product_view
3151,735,add_to_cart
3152,3451,add_to_cart
3153,3273,checkout
3154,1643,homepage_view
3155,2298,homepage_view
3156,3481,homepage_view
3157,601,checkout
3158,2173,purchase
3159,2161,product_view
3160,981,product_view
3161,3209,add_to_cart
3162,1783,add_to_cart
3163,3568,homepage_view
3164,3750,add_to_cart
3165,2198,product_view
3166,2923,product_view
3167,2391,homepage_view
3168,580,checkout
3169,3805,checkout
3170,783,add_to_cart
3171,2369,add_to_cart
3172,2870,product_view
3173,3998,add_to_cart
3174,3933,product_view
3175,532,checkout
3176,3361,product_view
3177,1513,add_to_cart
3178,2540,add_to_cart
3179,612,add_to_cart
3180,2300,checkout
3181,2006,product_view
3182,1101,checkout
3183,1671,product_view
3184,1416,purchase
3185,1436,add_to_cart
3186,2221,homepage_view
3187,875,checkout
3188,2249,product_view
3189,217,purchase
3190,376,add_to_cart
3191,3792,homepage_view
3192,1610,product_view
3193,11,product_view
3194,3871,checkout
3195,3840,add_to_cart
3196,3084,product_view
3197,2940,add_to_cart
3198,1614,product_view
3199,2483,homepage_view
3200,3756,homepage_view
3201,3680,product_view
3202,818,homepage_view
3203,3445,homepage_view
3204,1297,homepage_view
3205,2979,checkout
3206,3969,homepage_view
3207,3997,homepage_view
3208,691,homepage_view
3209,1600,product_view
3210,1533,product_view
3211,1156,homepage_view
3212,2903,add_to_cart
3213,1948,add_to_cart
3214,784,product_view
3215,2367,add_to_cart
3216,2892,product_view
3217,1973,homepage_view
3218,1877,add_to_cart
3219,2669,checkout
3220,785,add_to_cart
3221,3240,product_view
3222,397,purchase
3223,3252,product_view
3224,1082,homepage_view
3225,1504,product_view
3226,2034,add_to_cart
3227,1615,checkout
3228,460,product_view
3229,2109,homepage_view
3230,2417,add_to_cart
3231,3193,purchase
3232,2767,homepage_view
3233,546,checkout
3234,3654,product_view
3235,3089,checkout
3236,2544,product_view
3237,497,product_view
3238,505,add_to_cart
3239,3604,purchase
3240,3017,product_view
3241,3387,product_view
3242,1093,homepage_view
3243,3799,homepage_view
3244,2209,checkout
3245,1638,homepage_view
3246,3960,checkout
3247,718,product_view
3248,3217,purchase
3249,1593,homepage_view
3250,3667,homepage_view
3251,3041,homepage_view
3252,1409,checkout
3253,269,product_view
3254,1947,homepage_view
3255,1478,checkout
3256,2747,checkout
3257,1542,checkout
3258,865,homepage_view
3259,2398,product_view
3260,110,add_to_cart
3261,3555,product_view
3262,2455,homepage_view
3263,650,homepage_view
3264,2099,purchase
3265,3475,homepage_view
3266,3635,add_to_cart
3267,1500,product_view
3268,1111,add_to_cart
3269,3140,add_to_cart
3270,596,product_view
3271,979,product_view
3272,3114,add_to_cart
3273,731,product_view
3274,57,checkout
3275,2786,add_to_cart
3276,2244,product_view
3277,1784,product_view
3278,1702,homepage_view
3279,3134,add_to_cart
3280,1287,homepage_view
3281,112,purchase
3282,2813,purchase
3283,711,homepage_view
3284,1202,homepage_view
3285,948,product_view
3286,26,purchase
3287,2458,product_view
3288,758,product_view
3289,2579,add_to_cart
3290,1801,homepage_view
3291,3389,product_view
3292,1556,homepage_view
3293,3178,add_to_cart
3294,2797,homepage_view
3295,1842,product_view
3296,3536,checkout
3297,2294,product_view
3298,1105,add_to_cart
3299,662,homepage_view
3300,909,product_view
3301,2444,homepage_view
3302,522,add_to_cart
3303,1857,homepage_view
3304,1760,homepage_view
3305,2974,homepage_view
3306,2312,product_view
3307,3733,product_view
3308,790,add_to_cart
3309,1298,homepage_view
3310,1730,add_to_cart
3311,172,product_view
3312,265,product_view
3313,1987,checkout
3314,3894,product_view
3315,1050,homepage_view
3316,1493,product_view
3317,1886,purchase
3318,476,product_view
3319,2404,checkout
3320,1050,add_to_cart
3321,34,product_view
3322,2312,add_to_cart
3323,1162,product_view
3324,816,product_view
3325,3767,product_view
3326,2923,add_to_cart
3327,754,product_view
3328,566,homepage_view
3329,462,checkout
3330,3240,add_to_cart
3331,1655,purchase
3332,2703,product_view
3333,81,homepage_view
3334,2805,homepage_view
3335,1938,checkout
3336,3936,homepage_view
3337,870,purchase
3338,1431,homepage_view
3339,3646,checkout
3340,1070,checkout
3341,599,checkout
3342,1635,homepage_view
3343,807,add_to_cart
3344,1935,homepage_view
3345,1077,homepage_view
3346,3032,product_view
3347,704,add_to_cart
3348,2524,homepage_view
3349,2640,purchase
3350,2064,homepage_view
3351,3432,product_view
3352,487,homepage_view
3353,3910,checkout
3354,706,homepage_view
3355,1526,checkout
3356,1165,product_view
3357,620,purchase
3358,3887,homepage_view
3359,3067,product_view
3360,777,add_to_cart
3361,447,checkout
3362,2338,product_view
3363,209,checkout
3364,1499,homepage_view
3365,2461,add_to_cart
3366,2725,product_view
3367,1451,homepage_view
3368,1878,product_view
3369,3443,checkout
3370,3904,purchase
3371,2712,product_view
3372,2338,checkout
3373,3504,product_view
3374,1292,add_to_cart
3375,2199,homepage_view
3376,1743,product_view
3377,1279,homepage_view
3378,3425,homepage_view
3379,1401,product_view
3380,1677,checkout
3381,855,product_view
3382,1382,purchase
3383,2656,checkout
3384,2418,homepage_view
3385,3299,product_view
3386,705,add_to_cart
3387,3375,purchase
3388,826,purchase
3389,1005,checkout
3390,3461,product_view
3391,377,add_to_cart
3392,973,homepage_view
3393,118,homepage_view
3394,3077,add_to_cart
3395,444,checkout
3396,3424,purchase
3397,755,product_view
3398,3605,checkout
3399,3736,checkout
3400,640,add_to_cart
3401,2172,product_view
3402,2706,add_to_cart
3403,1301,add_to_cart
3404,2870,add_to_cart
3405,3466,add_to_cart
3406,2712,checkout
3407,2408,homepage_view
3408,623,product_view
3409,1493,add_to_cart
3410,2009,homepage_view
3411,1652,purchase
3412,1724,homepage_view
3413,3129,product_view
3414,3323,checkout
3415,1920,homepage_view
3416,919,checkout
3417,1174,product_view
3418,2500,homepage_view
3419,1186,purchase
3420,120,homepage_view
3421,582,product_view
3422,1948,homepage_view
3423,3423,homepage_view
3424,2147,checkout
3425,1191,checkout
3426,3882,homepage_view
3427,1687,add_to_cart
3428,3910,checkout
3429,2000,checkout
3430,2562,product_view
3431,2712,checkout
3432,401,product_view
3433,2413,add_to_cart
3434,3649,purchase
3435,1350,homepage_view
3436,2629,homepage_view
3437,1657,product_view
3438,621,homepage_view
3439,2876,homepage_view
3440,247,add_to_cart
3441,2482,product_view
3442,1117,product_view
3443,3340,product_view
3444,2663,homepage_view
3445,2991,product_view
3446,3011,add_to_cart
3447,624,homepage_view
3448,2369,purchase
3449,3995,product_view
3450,1840,purchase
3451,2904,homepage_view
3452,2110,checkout
3453,300,add_to_cart
3454,403,checkout
3455,3003,add_to_cart
3456,1672,purchase
3457,3639,add_to_cart
3458,3692,checkout
3459,3375,checkout
3460,3842,add_to_cart
3461,253,product_view
3462,1758,homepage_view
3463,2526,checkout
3464,1393,product_view
3465,3751,add_to_cart
3466,1965,homepage_view
3467,160,product_view
3468,3009,add_to_cart
3469,3238,add_to_cart
3470,205,product_view
3471,3339,homepage_view
3472,1162,product_view
3473,1392,add_to_cart
3474,3515,homepage_view
3475,858,add_to_cart
3476,760,add_to_cart
3477,1591,purchase
3478,3988,homepage_view
3479,2769,homepage_view
3480,3089,product_view
3481,2116,product_view
3482,133,homepage_view
3483,1724,checkout
3484,2967,product_view
3485,430,product_view
3486,2356,product_view
3487,2698,checkout
3488,1198,homepage_view
3489,2460,homepage_view
3490,97,homepage_view
3491,1707,add_to_cart
3492,1178,checkout
3493,1719,product_view
3494,1266,homepage_view
3495,1328,homepage_view
3496,1309,add_to_cart
3497,1051,homepage_view
3498,3474,checkout
3499,1384,homepage_view
3500,3132,homepage_view
3501,2250,homepage_view
3502,2810,checkout
3503,2922,add_to_cart
3504,581,purchase
3505,2418,product_view
3506,533,homepage_view
3507,1176,product_view
3508,1126,product_view
3509,899,add_to_cart
3510,2655,product_view
3511,1470,homepage_view
3512,2921,homepage_view
3513,1253,add_to_cart
3514,3197,product_view
3515,770,checkout
3516,834,product_view
3517,3047,checkout
3518,1905,product_view
3519,2986,homepage_view
3520,2284,purchase
3521,2210,product_view
3522,554,add_to_cart
3523,2836,add_to_cart
3524,3425,product_view
3525,1092,add_to_cart
3526,1197,checkout
3527,3915,product_view
3528,1661,add_to_cart
3529,3754,add_to_cart
3530,559,homepage_view
3531,261,product_view
3532,2265,homepage_view
3533,1841,add_to_cart
3534,1148,checkout
3535,805,add_to_cart
3536,1186,homepage_view
3537,2249,product_view
3538,3526,checkout
3539,2450,product_view
3540,3534,checkout
3541,275,checkout
3542,206,homepage_view
3543,3112,homepage_view
3544,3345,product_view
3545,1724,add_to_cart
3546,867,checkout
3547,93,add_to_cart
3548,1066,product_view
3549,3537,homepage_view
3550,2427,checkout
3551,3179,homepage_view
3552,1352,add_to_cart
3553,2113,homepage_view
3554,365,homepage_view
3555,821,homepage_view
3556,1508,homepage_view
3557,3719,add_to_cart
3558,2030,homepage_view
3559,1925,purchase
3560,3096,product_view
3561,2588,product_view
3562,1086,product_view
3563,2539,product_view
3564,1297,homepage_view
3565,2277,purchase
3566,1044,product_view
3567,3,homepage_view
3568,3493,add_to_cart
3569,1754,product_view
3570,911,homepage_view
3571,307,purchase
3572,2480,homepage_view
3573,136,product_view
3574,1933,purchase
3575,2563,homepage_view
3576,2241,homepage_view
3577,1609,homepage_view
3578,1439,homepage_view
3579,873,homepage_view
3580,1142,checkout
3581,666,checkout
3582,209,add_to_cart
3583,952,product_view
3584,1058,checkout
3585,649,product_view
3586,1342,product_view
3587,2168,product_view
3588,627,homepage_view
3589,525,purchase
3590,1605,add_to_cart
3591,1869,add_to_cart
3592,769,add_to_cart
3593,3161,add_to_cart
3594,2560,homepage_view
3595,2095,product_view
3596,772,checkout
3597,740,homepage_view
3598,3764,purchase
3599,522,product_view
3600,3356,homepage_view
3601,1401,product_view
3602,3710,checkout
3603,2182,product_view
3604,3739,add_to_cart
3605,248,product_view
3606,3724,add_to_cart
3607,1342,homepage_view
3608,2484,homepage_view
3609,3248,homepage_view
3610,1859,homepage_view
3611,686,homepage_view
3612,586,add_to_cart
3613,2399,product_view
3614,143,homepage_view
3615,967,homepage_view
3616,2852,homepage_view
3617,3470,product_view
3618,3696,homepage_view
3619,718,product_view
3620,643,product_view
3621,3441,product_view
3622,2549,add_to_cart
3623,3694,homepage_view
3624,370,homepage_view
3625,3651,homepage_view
3626,3454,homepage_view
3627,1110,homepage_view
3628,787,add_to_cart
3629,2787,homepage_view
3630,1484,purchase
3631,950,homepage_view
3632,1349,checkout
3633,522,add_to_cart
3634,2537,product_view
3635,1953,product_view
3636,2445,product_view
3637,2944,checkout
3638,355,product_view
3639,947,homepage_view
3640,2336,product_view
3641,1483,homepage_view
3642,1648,purchase
3643,3046,add_to_cart
3644,536,homepage_view
3645,1315,homepage_view
3646,2899,homepage_view
3647,2886,checkout
3648,2216,purchase
3649,950,homepage_view
3650,621,product_view
3651,428,purchase
3652,1726,homepage_view
3653,2538,homepage_view
3654,2403,product_view
3655,2244,homepage_view
3656,545,homepage_view
3657,2765,purchase
3658,824,product_view
3659,2980,product_view
3660,3766,product_view
3661,1003,add_to_cart
3662,659,product_view
3663,2987,homepage_view
3664,2828,homepage_view
3665,2059,add_to_cart
3666,3654,homepage_view
3667,3328,homepage_view
3668,2444,product_view
3669,731,homepage_view
3670,1833,purchase
3671,409,add_to_cart
3672,2410,homepage_view
3673,3331,homepage_view
3674,3075,product_view
3675,84,product_view
3676,2204,checkout
3677,3735,product_view
3678,3248,product_view
3679,707,purchase
3680,1962,product_view
3681,2520,product_view
3682,2667,add_to_cart
3683,1448,checkout
3684,134,add_to_cart
3685,788,add_to_cart
3686,2955,product_view
3687,864,product_view
3688,3452,homepage_view
3689,667,add_to_cart
3690,277,homepage_view
3691,3308,homepage_view
3692,1776,purchase
3693,882,product_view
3694,2061,homepage_view
3695,2390,homepage_view
3696,2083,product_view
3697,2607,product_view
3698,1238,homepage_view
3699,3484,homepage_view
3700,2453,homepage_view
3701,3566,homepage_view
3702,2706,homepage_view
3703,159,product_view
3704,3004,homepage_view
3705,3709,homepage_view
3706,1134,checkout
3707,2597,checkout
3708,3861,homepage_view
3709,3598,homepage_view
3710,3033,product_view
3711,3419,add_to_cart
3712,3816,purchase
3713,1852,product_view
3714,3708,add_to_cart
3715,279,checkout
3716,2527,product_view
3717,111,homepage_view
3718,3708,product_view
3719,3997,homepage_view
3720,2479,homepage_view
3721,542,add_to_cart
3722,1139,homepage_view
3723,3162,homepage_view
3724,3284,checkout
3725,3622,product_view
3726,3667,homepage_view
3727,3611,homepage_view
3728,3801,homepage_view
3729,360,homepage_view
3730,3558,checkout
3731,2420,homepage_view
3732,1239,product_view
3733,1757,homepage_view
3734,3087,purchase
3735,955,add_to_cart
3736,2307,purchase
3737,2826,product_view
3738,3535,checkout
3739,2168,checkout
3740,976,add_to_cart
3741,913,homepage_view
3742,1152,homepage_view
3743,723,homepage_view
3744,2571,homepage_view
3745,1712,add_to_cart
3746,3717,product_view
3747,325,product_view
3748,3392,homepage_view
3749,1530,homepage_view
3750,1550,homepage_view
3751,1074,product_view
3752,1946,add_to_cart
3753,1608,homepage_view
3754,2117,add_to_cart
3755,391,product_view
3756,2431,checkout
3757,16,homepage_view
3758,3511,product_view
3759,846,homepage_view
3760,869,product_view
3761,568,product_view
3762,3689,add_to_cart
3763,2180,homepage_view
3764,2020,homepage_view
3765,3632,add_to_cart
3766,3320,product_view
3767,2321,product_view
3768,1647,checkout
3769,3910,product_view
3770,3920,add_to_cart
3771,3421,add_to_cart
3772,2532,checkout
3773,2598,add_to_cart
3774,357,homepage_view
3775,3824,product_view
3776,3390,purchase
3777,1657,homepage_view
3778,3120,add_to_cart
3779,3082,checkout
3780,2281,add_to_cart
3781,36,product_view
3782,2461,homepage_view
3783,3534,product_view
3784,1028,homepage_view
3785,2092,purchase
3786,2616,add_to_cart
3787,3626,add_to_cart
3788,3327,product_view
3789,2788,homepage_view
3790,114,homepage_view
3791,1773,homepage_view
3792,2445,product_view
3793,1198,product_view
3794,1279,product_view
3795,466,product_view
3796,3349,purchase
3797,1488,homepage_view
3798,847,add_to_cart
3799,502,homepage_view
3800,441,product_view
3801,2117,homepage_view
3802,3581,product_view
3803,326,homepage_view
3804,1766,homepage_view
3805,67,checkout
3806,304,homepage_view
3807,972,product_view
3808,484,product_view
3809,929,product_view
3810,3620,add_to_cart
3811,1441,add_to_cart
3812,3231,homepage_view
3813,149,homepage_view
3814,3099,checkout
3815,3035,product_view
3816,2632,checkout
3817,2296,product_view
3818,1125,add_to_cart
3819,2750,purchase
3820,96,add_to_cart
3821,3456,product_view
3822,282,product_view
3823,2370,product_view
3824,3468,add_to_cart
3825,3350,homepage_view
3826,529,add_to_cart
3827,2311,homepage_view
3828,1643,homepage_view
3829,580,add_to_cart
3830,1664,homepage_view
3831,3365,checkout
3832,2342,checkout
3833,1632,purchase
3834,2443,add_to_cart
3835,2561,product_view
3836,2969,product_view
3837,810,product_view
3838,3252,homepage_view
3839,2968,product_view
3840,693,add_to_cart
3841,235,homepage_view
3842,952,homepage_view
3843,1855,add_to_cart
3844,1361,homepage_view
3845,1032,homepage_view
3846,1467,homepage_view
3847,1965,add_to_cart
3848,539,add_to_cart
3849,820,add_to_cart
3850,1682,homepage_view
3851,3163,add_to_cart
3852,3926,add_to_cart
3853,272,product_view
3854,3906,product_view
3855,1029,product_view
3856,3666,product_view
3857,1923,add_to_cart
3858,1243,homepage_view
3859,1142,product_view
3860,593,product_view
3861,3024,product_view
3862,1606,product_view
3863,115,checkout
3864,2311,checkout
3865,3378,add_to_cart
3866,1678,add_to_cart
3867,1446,homepage_view
3868,207,add_to_cart
3869,3695,product_view
3870,2351,product_view
3871,112,homepage_view
3872,1441,homepage_view
3873,3627,homepage_view
3874,1883,homepage_view
3875,3357,homepage_view
3876,3712,add_to_cart
3877,185,homepage_view
3878,1765,product_view
3879,901,checkout
3880,221,homepage_view
3881,3936,checkout
3882,1468,add_to_cart
3883,3189,product_view
3884,1094,homepage_view
3885,2946,homepage_view
3886,3142,product_view
3887,2670,homepage_view
3888,2475,homepage_view
3889,2692,homepage_view
3890,2616,add_to_cart
3891,2013,homepage_view
3892,2491,add_to_cart
3893,601,homepage_view
3894,1161,checkout
3895,504,homepage_view
3896,2179,add_to_cart
3897,218,product_view
3898,2736,add_to_cart
3899,2219,homepage_view
3900,1499,product_view
3901,612,homepage_view
3902,3040,product_view
3903,1153,homepage_view
3904,57,product_view
3905,1205,homepage_view
3906,246,homepage_view
3907,144,add_to_cart
3908,3123,purchase
3909,368,product_view
3910,1483,add_to_cart
3911,2266,product_view
3912,616,product_view
3913,3967,homepage_view
3914,3639,homepage_view
3915,3329,checkout
3916,1882,product_view
3917,3228,add_to_cart
3918,1589,product_view
3919,2490,product_view
3920,2889,product_view
3921,3004,product_view
3922,699,homepage_view
3923,876,product_view
3924,1686,product_view
3925,2824,purchase
3926,2810,product_view
3927,945,add_to_cart
3928,3882,homepage_view
3929,923,homepage_view
3930,2983,checkout
3931,1747,add_to_cart
3932,25,product_view
3933,2854,product_view
3934,3925,homepage_view
3935,1688,add_to_cart
3936,1560,homepage_view
3937,2812,add_to_cart
3938,1084,product_view
3939,3539,homepage_view
3940,434,checkout
3941,2927,purchase
3942,1090,homepage_view
3943,2958,checkout
3944,2613,add_to_cart
3945,1952,add_to_cart
3946,2154,purchase
3947,96,product_view
3948,3760,add_to_cart
3949,3623,checkout
3950,168,product_view
3951,2090,product_view
3952,1903,product_view
3953,2152,checkout
3954,1869,add_to_cart
3955,3276,product_view
3956,2568,product_view
3957,1999,homepage_view
3958,2330,homepage_view
3959,3980,product_view
3960,3115,product_view
3961,2995,checkout
3962,1134,product_view
3963,2011,purchase
3964,3282,homepage_view
3965,749,purchase
3966,1892,homepage_view
3967,831,add_to_cart
3968,49,product_view
3969,115,product_view
3970,1179,homepage_view
3971,1673,homepage_view
3972,2551,add_to_cart
3973,3751,product_view
3974,3905,purchase
3975,3783,product_view
3976,3034,purchase
3977,71,homepage_view
3978,3060,homepage_view
3979,3591,product_view
3980,3784,checkout
3981,1360,product_view
3982,67,homepage_view
3983,1517,homepage_view
3984,1674,product_view
3985,1778,add_to_cart
3986,967,product_view
3987,3285,add_to_cart
3988,2229,add_to_cart
3989,1790,checkout
3990,613,product_view
3991,1887,product_view
3992,1623,purchase
3993,697,product_view
3994,2651,product_view
3995,2296,checkout
3996,1238,homepage_view
3997,2407,product_view
3998,249,homepage_view
3999,638,homepage_view
4000,3995,homepage_view
4001,950,homepage_view
4002,1905,product_view
4003,3588,checkout
4004,1112,add_to_cart
4005,2711,add_to_cart
4006,176,product_view
4007,723,checkout
4008,2474,checkout
4009,3843,checkout
4010,3675,checkout
4011,771,homepage_view
4012,1948,add_to_cart
4013,703,add_to_cart
4014,2129,product_view
4015,927,product_view
4016,138,homepage_view
4017,3505,homepage_view
4018,2518,purchase
4019,2398,add_to_cart
4020,1150,homepage_view
4021,3953,homepage_view
4022,1941,add_to_cart
4023,1892,product_view
4024,3381,product_view
4025,1879,homepage_view
4026,1254,homepage_view
4027,1484,product_view
4028,1369,add_to_cart
4029,310,homepage_view
4030,1044,product_view
4031,3953,add_to_cart
4032,3633,checkout
4033,3050,homepage_view
4034,1671,add_to_cart
4035,1565,purchase
4036,1584,purchase
4037,1501,checkout
4038,2317,add_to_cart
4039,3075,homepage_view
4040,770,add_to_cart
4041,16,add_to_cart
4042,606,product_view
4043,1382,product_view
4044,3718,add_to_cart
4045,813,purchase
4046,3911,homepage_view
4047,3205,homepage_view
4048,3384,add_to_cart
4049,1991,homepage_view
4050,2530,add_to_cart
4051,895,homepage_view
4052,1568,product_view
4053,3377,add_to_cart
4054,2317,homepage_view
4055,414,homepage_view
4056,25,product_view
4057,2005,product_view
4058,316,add_to_cart
4059,571,product_view
4060,725,product_view
4061,3740,product_view
4062,3056,homepage_view
4063,1850,checkout
4064,1300,homepage_view
4065,1954,checkout
4066,389,product_view
4067,2770,product_view
4068,444,add_to_cart
4069,3047,checkout
4070,3499,purchase
4071,3129,product_view
4072,2745,homepage_view
4073,971,checkout
4074,3638,homepage_view
4075,2769,checkout
4076,2416,add_to_cart
4077,1965,purchase
4078,2390,checkout
4079,1829,homepage_view
4080,3924,add_to_cart
4081,304,homepage_view
4082,764,homepage_view
4083,3446,product_view
4084,1974,homepage_view
4085,816,add_to_cart
4086,2160,purchase
4087,878,product_view
4088,3078,homepage_view
4089,2978,checkout
4090,703,checkout
4091,2894,add_to_cart
4092,944,add_to_cart
4093,2327,checkout
4094,2430,homepage_view
4095,3924,purchase
4096,2061,purchase
4097,303,checkout
4098,1580,homepage_view
4099,3689,checkout
4100,160,product_view
4101,2202,add_to_cart
4102,2802,checkout
4103,2229,homepage_view
4104,3598,product_view
4105,1204,checkout
4106,2425,checkout
4107,3876,checkout
4108,2824,homepage_view
4109,1192,add_to_cart
4110,3286,homepage_view
4111,1174,checkout
4112,2064,homepage_view
4113,1115,add_to_cart
4114,1144,product_view
4115,1980,purchase
4116,253,product_view
4117,3132,add_to_cart
4118,3338,product_view
4119,1433,add_to_cart
4120,2079,product_view
4121,3093,homepage_view
4122,731,add_to_cart
4123,3665,checkout
4124,2337,homepage_view
4125,3615,homepage_view
4126,498,add_to_cart
4127,3818,checkout
4128,3546,homepage_view
4129,1429,purchase
4130,548,purchase
4131,961,homepage_view
4132,132,homepage_view
4133,1348,add_to_cart
4134,858,purchase
4135,1156,add_to_cart
4136,2033,product_view
4137,521,homepage_view
4138,30,product_view
4139,2675,add_to_cart
4140,3373,product_view
4141,2052,product_view
4142,3397,homepage_view
4143,509,product_view
4144,1261,homepage_view
4145,1559,homepage_view
4146,16,checkout
4147,3606,homepage_view
4148,997,product_view
4149,1608,homepage_view
4150,1840,homepage_view
4151,3518,product_view
4152,2017,homepage_view
4153,3575,homepage_view
4154,3004,checkout
4155,1254,homepage_view
4156,3179,homepage_view
4157,1744,checkout
4158,3461,homepage_view
4159,3792,add_to_cart
4160,2311,homepage_view
4161,3635,homepage_view
4162,1089,product_view
4163,2313,purchase
4164,1362,homepage_view
4165,3373,product_view
4166,378,homepage_view
4167,1199,homepage_view
4168,3011,purchase
4169,3224,homepage_view
4170,476,checkout
4171,1290,homepage_view
4172,329,checkout
4173,1840,product_view
4174,1187,checkout
4175,438,homepage_view
4176,3415,checkout
4177,1391,add_to_cart
4178,3537,product_view
4179,1774,checkout
4180,1223,add_to_cart
4181,1524,checkout
4182,2064,product_view
4183,1845,add_to_cart
4184,1320,checkout
4185,868,homepage_view
4186,2559,product_view
4187,1812,purchase
4188,984,product_view
4189,1263,homepage_view
4190,2629,product_view
4191,1325,checkout
4192,2054,purchase
4193,3292,purchase
4194,1019,add_to_cart
4195,1790,product_view
4196,3525,homepage_view
4197,3505,homepage_view
4198,807,homepage_view
4199,1894,homepage_view
4200,1410,checkout
4201,2667,checkout
4202,1319,product_view
4203,1142,purchase
4204,405,purchase
4205,3752,add_to_cart
4206,3045,product_view
4207,1787,homepage_view
4208,594,product_view
4209,2614,homepage_view
4210,2800,product_view
4211,3950,purchase
4212,12,product_view
4213,3281,homepage_view
4214,2213,add_to_cart
4215,2926,add_to_cart
4216,1318,homepage_view
4217,3983,homepage_view
4218,1543,purchase
4219,2126,homepage_view
4220,3506,checkout
4221,3649,product_view
4222,614,product_view
4223,1987,homepage_view
4224,869,checkout
4225,812,checkout
4226,1823,homepage_view
4227,3755,homepage_view
4228,3149,homepage_view
4229,3120,checkout
4230,767,product_view
4231,82,homepage_view
4232,3967,product_view
4233,1745,product_view
4234,2257,checkout
4235,3517,add_to_cart
4236,3668,homepage_view
4237,522,homepage_view
4238,3101,product_view
4239,1328,homepage_view
4240,994,add_to_cart
4241,2513,product_view
4242,1526,product_view
4243,1470,product_view
4244,2676,add_to_cart
4245,1514,product_view
4246,781,checkout
4247,1452,add_to_cart
4248,559,checkout
4249,3431,add_to_cart
4250,3008,homepage_view
4251,2139,homepage_view
4252,2038,purchase
4253,3125,purchase
4254,1754,add_to_cart
4255,860,add_to_cart
4256,1613,homepage_view
4257,3276,product_view
4258,556,purchase
4259,156,checkout
4260,2050,product_view
4261,1381,product_view
4262,825,product_view
4263,1593,product_view
4264,2850,product_view
4265,3031,add_to_cart
4266,1082,homepage_view
4267,3326,checkout
4268,1204,add_to_cart
4269,493,checkout
4270,669,checkout
4271,3107,product_view
4272,75,checkout
4273,2992,product_view
4274,3361,purchase
4275,371,homepage_view
4276,587,purchase
4277,329,homepage_view
4278,590,homepage_view
4279,1791,product_view
4280,777,add_to_cart
4281,2023,homepage_view
4282,2352,product_view
4283,579,checkout
4284,221,homepage_view
4285,3027,add_to_cart
4286,1188,product_view
4287,1504,product_view
4288,3527,add_to_cart
4289,2423,product_view
4290,3292,purchase
4291,1708,product_view
4292,3326,checkout
4293,1746,add_to_cart
4294,188,checkout
4295,1215,homepage_view
4296,3461,homepage_view
4297,3287,product_view
4298,3447,checkout
4299,1110,homepage_view
4300,2522,purchase
4301,3690,homepage_view
4302,844,homepage_view
4303,3880,homepage_view
4304,531,add_to_cart
4305,1071,purchase
4306,3137,homepage_view
4307,963,product_view
4308,2523,homepage_view
4309,1170,add_to_cart
4310,2994,homepage_view
4311,3870,product_view
4312,1406,add_to_cart
4313,3138,product_view
4314,517,homepage_view
4315,3165,homepage_view
4316,1889,add_to_cart
4317,2474,checkout
4318,1492,purchase
4319,1118,checkout
4320,3690,purchase
4321,133,product_view
4322,3506,product_view
4323,3413,homepage_view
4324,314,product_view
4325,591,add_to_cart
4326,3284,checkout
4327,1544,homepage_view
4328,3057,product_view
4329,2207,add_to_cart
4330,3340,product_view
4331,2709,homepage_view
4332,1886,checkout
4333,1627,homepage_view
4334,748,purchase
4335,1498,purchase
4336,801,product_view
4337,2458,product_view
4338,1498,add_to_cart
4339,1380,product_view
4340,680,homepage_view
4341,3265,purchase
4342,3771,product_view
4343,3343,homepage_view
4344,2162,product_view
4345,897,homepage_view
4346,1547,homepage_view
4347,3127,product_view
4348,1794,product_view
4349,2113,product_view
4350,684,purchase
4351,1296,checkout
4352,3574,homepage_view
4353,1686,homepage_view
4354,1386,add_to_cart
4355,2194,add_to_cart
4356,943,checkout
4357,3281,add_to_cart
4358,1310,homepage_view
4359,1034,product_view
4360,2787,checkout
4361,2234,purchase
